"id","csrd_id","csrd_name","csrd_appendix_b","csrd_appendix_c_less_then_750","csrd_appendix_c_more_then_750","csrd_sheet_name","csrd_conditional_or_alternative_dp","csrd_data_type","csrd_dr","csrd_esrs","csrd_may_v","csrd_paragraph","csrd_related_ar"
"__export__.document_csrd_823_1e20a5c7","s1-6_08","characteristics of undertaking's employees - information on employees by region [table]","","1 year","","ESRS S1","","table 3","s1-6","s1","v","51",""
"__export__.document_csrd_824_5c521940","s1-6_09","number of employees (head count or full-time equivalent)","","1 year","","ESRS S1","alternative","table 3/decimal","s1-6","s1","","50 b + 51",""
"__export__.document_csrd_825_5051175e","s1-6_10","average number of employees (head count or full-time equivalent)","","1 year","","ESRS S1","alternative","table 3/decimal","s1-6","s1","","50 b + 51",""
"__export__.document_csrd_826_d803a77d","s1-6_11","number of employee who have left undertaking","","1 year","","ESRS S1","","decimal","s1-6","s1","","50 c","ar 59"
"__export__.document_csrd_827_d04f56d8","s1-6_12","percent of employee turnover","","1 year","","ESRS S1","","percent","s1-6","s1","","50 c",""
"__export__.document_csrd_828_d8243631","s1-6_13","description of methodologies and assumptions used to compile data (employees)","","1 year","","ESRS S1","","narrative","s1-6","s1","","50 d","ar 60"
"__export__.document_csrd_829_13c71070","s1-6_14","employees numbers are reported in head count or full-time equivalent","","1 year","","ESRS S1","","semi-narrative","s1-6","s1","","50 d i",""
"__export__.document_csrd_830_9f0e6433","s1-6_15","employees numbers are reported at end of reporting period/average/other methodology","","1 year","","ESRS S1","","semi-narrative","s1-6","s1","","50 d ii",""
"__export__.document_csrd_831_5fa684e7","s1-6_16","disclosure of contextual information necessary to understand data (employees)","","1 year","","ESRS S1","conditional","narrative","s1-6","s1","","50 e","ar 58"
"__export__.document_csrd_832_eccdc4ff","s1-6_17","disclosure of cross-reference of information reported under paragragph 50 (a) to most representative number in financial statements","","1 year","","ESRS S1","","narrative","s1-6","s1","","50 f",""
"__export__.document_csrd_833_bd88af56","s1-6_18","further detailed breakdown by gender and by region [table]","","1 year","","ESRS S1","","table 4","s1-6","s1","v","52",""
"__export__.document_csrd_834_6b3fceb2","s1-6_19","number of full-time employees by head count or full time equivalent","","1 year","","ESRS S1","","table 4 decimal/integer","s1-6","s1","v","52 a",""
"__export__.document_csrd_835_1cd2984f","s1-6_20","number of part-time employees by head count or full time equivalent","","1 year","","ESRS S1","","table 4 decimal/integer","s1-6","s1","v","52 b",""
"__export__.document_csrd_836_9f537034","s1-7_01","number of non-employees in own workforce","","1 year","1 year","ESRS S1","","decimal","s1-7","s1","","55 a",""
"__export__.document_csrd_837_5454b439","s1-7_02","number of non-employees in own workforce - self-employed people","","1 year","1 year","ESRS S1","","decimal","s1-7","s1","","55 a",""
"__export__.document_csrd_838_37d79a4d","s1-7_03","number of non-employees in own workforce - people provided by undertakings primarily engaged in employment activities","","1 year","1 year","ESRS S1","","decimal","s1-7","s1","","55 a",""
"__export__.document_csrd_839_d44ece26","s1-7_04","undertaking does not have non-employees in own workforce","","1 year","1 year","ESRS S1","","semi-narrative","s1-7","s1","v","ar 61",""
"__export__.document_csrd_840_101d4994","s1-7_05","disclosure of the most common types of non-employees (for example, self-employed people, people provided by undertakings primarily engaged in employment activities, and other types relevant to the undertaking), their relationship with the undertaking, and the type of work that they perform.","","1 year","1 year","ESRS S1","","narrative","s1-7","s1","v","56","ar 62"
"__export__.document_csrd_841_876172ca","s1-7_06","description of methodologies and assumptions used to compile data (non-employees)","","1 year","1 year","ESRS S1","","narrative","s1-7","s1","","55 b",""
"__export__.document_csrd_842_ee050574","s1-7_07","non-employees numbers are reported in head count/full time equivalent","","1 year","1 year","ESRS S1","","semi-narrative","s1-7","s1","","55 b i",""
"__export__.document_csrd_843_f4d1bbb3","s1-7_08","non-employees numbers are reported at end of reporting period/average/other methodology","","1 year","1 year","ESRS S1","","semi-narrative","s1-7","s1","","55 b ii",""
"__export__.document_csrd_844_b67db0e8","s1-7_09","disclosure of contextual information necessary to understand data (non-employee workers)","","1 year","1 year","ESRS S1","conditional","narrative","s1-7","s1","","55c","ar 64 - ar 65"
"__export__.document_csrd_845_7ac6a708","s1-7_10","description of basis of preparation of non-employees estimated number","","1 year","1 year","ESRS S1","conditional","narrative","s1-7","s1","","57","ar 63"
"__export__.document_csrd_846_c69b20cd","s1-8_01","percent of total employees covered by collective bargaining agreements","","1 year","1 year for non-eea countries","ESRS S1","","percent","s1-8","s1","","60 a","ar 66"
"__export__.document_csrd_847_a7ca96e9","s1-8_02","percent of own employees covered by collective bargaining agreements are within coverage rate by country with significant employment (in the eea)","","1 year","1 year for non-eea countries","ESRS S1","","table/percent","s1-8","s1","","60 b",""
"__export__.document_csrd_848_3ad99b28","s1-8_03","percent of own employees covered by collective bargaining agreements (outside eea) by region","","1 year","1 year for non-eea countries","ESRS S1","","table/percent","s1-8","s1","","60 c",""
"__export__.document_csrd_849_977fcf29","s1-8_04","working conditions and terms of employment for employees not covered by collective bargaining agreements are determined based on collective bargaining agreements that cover other employees or based on collective bargaining agreements from other undertakings","","1 year","1 year for non-eea countries","ESRS S1","","semi-narrative","s1-8","s1","v","61",""
"__export__.document_csrd_850_240aa0a8","s1-8_05","description of extent to which working conditions and terms of employment of non-employees in own workforce are determined or influenced by collective bargaining agreements","","1 year","1 year for non-eea countries","ESRS S1","","narrative","s1-8","s1","v","62",""
"__export__.document_csrd_851_7b5b87b4","s1-8_06","percent of employees in country country with significant employment (in the eea) covered by workers' representatives","","1 year","1 year for non-eea countries","ESRS S1","","percent","s1-8","s1","","63 a","ar 69"
"__export__.document_csrd_852_5fdf30ff","s1-8_07","disclosure of existence of any agreement with employees for representation by european works council (ewc), societas europaea (se) works council, or societas cooperativa europaea (sce) works council","","1 year","1 year for non-eea countries","ESRS S1","","narrative","s1-8","s1","","63 b",""
"__export__.document_csrd_853_7bb24adb","s1-8_08","own workforce in region (non-eea) covered by collective bargaining and social dialogue agreements by coverage rate and by region","","1 year","1 year for non-eea countries","ESRS S1","","table /semi-narrative","s1-8","s1","","ar 70",""
"__export__.document_csrd_854_93cd90c1","s1-9_01","gender distribution in number of employees (head count) at top management level","","1 year","","ESRS S1","","table/integer","s1-9","s1","","66a",""
"__export__.document_csrd_855_d326a29e","s1-9_02","gender distribution in percent of employees at top management level","","1 year","","ESRS S1","","table/percent","s1-9","s1","","66 a",""
"__export__.document_csrd_856_0ab4899c","s1-9_03","distribution of employees (head count) under 30 years old","","1 year","","ESRS S1","","integer/percent","s1-9","s1","","66 b",""
"__export__.document_csrd_857_3c447b6d","s1-9_04","distribution of employees (head count) between 30 and 50 years old","","1 year","","ESRS S1","","integer/percent","s1-9","s1","","66 b",""
"__export__.document_csrd_858_1885fc79","s1-9_05","distribution of employees (head count) over 50 years old","","1 year","","ESRS S1","","integer/percent","s1-9","s1","","66 b",""
"__export__.document_csrd_859_39561fc8","s1-9_06","disclosure of own definition of top management used","","1 year","","ESRS S1","conditional","narrative","s1-9","s1","","ar 71",""
"__export__.document_csrd_860_afafe5e1","s1-10_01","all employees are paid adequate wage, in line with applicable benchmarks","","1 year","","ESRS S1","","semi-narrative","s1-10","s1","","69","ar 72 - ar 74"
"__export__.document_csrd_861_509ba48b","s1-10_02","countries where employees earn below the applicable adequate wage benchmark [table]","","1 year","","ESRS S1","conditional","table","s1-10","s1","","70",""
"__export__.document_csrd_862_e1bcb906","s1-10_03","percent of  employees paid below the applicable adequate wage benchmark","","1 year","","ESRS S1","","table/numerical","s1-10","s1","","70",""
"__export__.document_csrd_863_715728ec","s1-10_04","percent of non-employees paid below adequate wage","","1 year","","ESRS S1","","table/numerical","s1-10","s1","v","71",""
"__export__.document_csrd_864_75740102","s1-11_01","all employees in own workforce are covered by social protection, through public programs or through benefits offered, against loss of income due to sickness","","1 year","1 year","ESRS S1","","semi-narrative","s1-11","s1","","74 a","ar 75"
"__export__.document_csrd_865_d08a91e0","s1-11_02","all employees in own workforce are covered by social protection, through public programs or through benefits offered, against loss of income due to unemployment starting from when own worker is working for undertaking","","1 year","1 year","ESRS S1","","semi-narrative","s1-11","s1","","74 b","ar 75"
"__export__.document_csrd_866_91e1af72","s1-11_03","all employees in own workforce are covered by social protection, through public programs or through benefits offered, against loss of income due to employment injury and acquired disability","","1 year","1 year","ESRS S1","","semi-narrative","s1-11","s1","","74 c","ar 75"
"__export__.document_csrd_867_7d777246","s1-11_04","all employees in own workforce are covered by social protection, through public programs or through benefits offered, against loss of income due to parental leave","","1 year","1 year","ESRS S1","","semi-narrative","s1-11","s1","","74 d","ar 75"
"__export__.document_csrd_868_2acd03dc","s1-11_05","all employees in own workforce are covered by social protection, through public programs or through benefits offered, against loss of income due to retirement","","1 year","1 year","ESRS S1","","semi-narrative","s1-11","s1","","74 e","ar 75"
"__export__.document_csrd_869_c159bed9","s1-11_06","social protection employees by country [table] by types of events and type of employees [including non employees]","","1 year","1 year","ESRS S1","conditional","table","s1-11","s1","","75, 76","ar 75"
